policy_id,customer_id,agent_id,policy_type,policy_start_date,policy_end_date,policy_status,region,annual_premium
P000670,C00416,A0054,Life,2025-02-26,2026-02-26,Active,West,1374.03
P000671,C00192,A0062,Home,2024-12-08,2025-12-08,Active,South,2218.78
P000672,C00251,A0020,Home,2023-12-14,2024-12-13,Active,South,2849.31
P000673,C00531,A0059,Home,2023-09-27,2024-09-26,Expired,Midwest,1472.5
P000674,C00961,A0020,Auto,2023-05-08,2024-05-07,Active,South,1911.11
P000675,C00123,A0047,Home,2023-12-10,2024-12-09,Expired,South,2394.47
P000676,C00898,A0022,Health,2023-02-23,2024-02-23,Active,South,4061.51
P000677,C00939,A0051,Life,2024-03-16,2025-03-16,Active,South,955.43
P000678,C00044,A0031,Health,2024-02-21,2025-02-20,Active,South,6489.93
P000679,C00511,A0020,Health,2024-02-17,2025-02-16,Active,South,6304.66
P000680,C00220,A0018,Life,2025-04-30,2026-04-30,Active,West,1325.83
P000681,C00125,A0079,Health,2024-12-07,2025-12-07,Active,Northeast,7747.31
P000682,C00550,A0061,Auto,2023-01-23,2024-01-23,Active,South,1151.2
P000683,C00568,A0059,Life,2023-12-16,2024-12-15,Active,Midwest,1239.44
P000684,C00346,A0025,Home,2025-03-20,2026-03-20,Expired,West,1626.7
P000685,C00217,A0065,Commercial,2024-04-28,2025-04-28,Active,South,6001.52
P000686,C00110,A0011,Commercial,2025-04-11,2026-04-11,Renewed,South,9935.37
P000687,C00567,A0027,Home,2023-01-22,2024-01-22,Cancelled,Midwest,2708.71
P000688,C00881,A0031,Auto,2025-01-02,2026-01-02,Active,South,1095.73
P000689,C00968,A0050,Life,2023-02-26,2024-02-26,Expired,South,1552.68
P000690,C00460,A0026,Commercial,2023-04-08,2024-04-07,Expired,Midwest,5880.28
P000691,C00844,A0022,Home,2023-05-01,2024-04-30,Active,South,2204.99
P000692,C00803,A0059,Auto,2024-06-20,2025-06-20,Active,Midwest,1486.22
P000693,C00665,A0065,Commercial,2025-04-16,2026-04-16,Renewed,South,7560.93
P000694,C00359,A0075,Home,2025-05-26,2026-05-26,Active,Midwest,2001.99
P000695,C00668,A0047,Health,2023-10-29,2024-10-28,Active,South,6890.25
P000696,C00595,A0018,Auto,2025-06-30,2026-06-30,Active,West,1610.35
P000697,C00446,A0018,Auto,2024-11-29,2025-11-29,Cancelled,West,1477.04
P000698,C00485,A0031,Life,2024-09-15,2025-09-15,Active,South,1625.61
P000699,C00200,A0075,Commercial,2023-12-22,2024-12-21,Active,Midwest,4130.36
P000700,C00230,A0003,Life,2025-01-12,2026-01-12,Active,South,1393.14
P000701,C00648,A0058,Auto,2024-06-20,2025-06-20,Expired,South,2217.89
P000702,C00922,A0008,Home,2025-05-31,2026-05-31,Expired,Midwest,1514.98
P000703,C00827,A0025,Home,2024-11-03,2025-11-03,Expired,West,1271.07
P000704,C00561,A0009,Home,2025-05-31,2026-05-31,Renewed,Midwest,1470.97
P000705,C00594,A0021,Home,2023-04-08,2024-04-07,Expired,South,3081.64
P000706,C00790,A0077,Auto,2023-12-26,2024-12-25,Active,Northeast,1694.66
P000707,C00993,A0009,Health,2024-03-19,2025-03-19,Active,Midwest,7110.54
P000708,C00786,A0003,Home,2023-05-16,2024-05-15,Active,South,2325.49
P000709,C00724,A0003,Life,2024-02-10,2025-02-09,Active,South,1476.27
P000710,C00708,A0034,Auto,2024-05-01,2025-05-01,Active,Northeast,829.13
P000711,C00589,A0062,Commercial,2023-09-04,2024-09-03,Active,South,6121.31
P000712,C00019,A0052,Commercial,2024-11-24,2025-11-24,Active,West,8903.41
P000713,C00592,A0049,Health,2023-10-01,2024-09-30,Active,Midwest,7063.27
P000714,C00760,A0013,Health,2024-01-30,2025-01-29,Active,West,6837.27
P000715,C00442,A0062,Auto,2023-10-15,2024-10-14,Renewed,South,1835.71
P000716,C00642,A0047,Home,2025-01-06,2026-01-06,Expired,South,2793.05
P000717,C00555,A0009,Life,2023-08-12,2024-08-11,Active,Midwest,1539.14
P000718,C00120,A0035,Commercial,2023-09-08,2024-09-07,Expired,South,9330.59
P000719,C00256,A0057,Commercial,2025-02-20,2026-02-20,Renewed,Northeast,8323.18
P000720,C00020,A0010,Health,2024-09-22,2025-09-22,Active,Midwest,3298.28
P000721,C00975,A0019,Auto,2023-05-24,2024-05-23,Cancelled,Northeast,1948.16
P000722,C00981,A0057,Health,2023-06-14,2024-06-13,Active,Northeast,2746.95
P000723,C00094,A0044,Home,2023-09-02,2024-09-01,Active,South,2789.76
P000724,C00018,A0026,Life,2023-08-08,2024-08-07,Active,Midwest,1240.41
P000725,C00500,A0032,Health,2024-12-04,2025-12-04,Expired,Midwest,6006.47
P000726,C00873,A0003,Health,2023-01-19,2024-01-19,Active,South,5506.43
P000727,C00108,A0051,Health,2024-01-18,2025-01-17,Active,South,3359.97
P000728,C00908,A0045,Commercial,2024-05-26,2025-05-26,Expired,Northeast,10658.25
P000729,C00669,A0052,Auto,2023-01-19,2024-01-19,Active,West,2060.49
P000730,C00937,A0004,Health,2025-03-20,2026-03-20,Renewed,South,2839.03
P000731,C00998,A0031,Home,2023-02-12,2024-02-12,Active,South,2725.5
P000732,C00420,A0061,Home,2025-06-26,2026-06-26,Active,South,2636.7
P000733,C00503,A0009,Auto,2023-05-06,2024-05-05,Renewed,Midwest,978.43
P000734,C00958,A0037,Health,2023-01-01,2024-01-01,Active,South,4365.78
P000735,C00410,A0045,Life,2024-06-06,2025-06-06,Active,Northeast,866.0
P000736,C00521,A0030,Auto,2025-03-15,2026-03-15,Active,West,1530.03
P000737,C00095,A0062,Commercial,2024-07-31,2025-07-31,Active,South,4207.39
P000738,C00482,A0012,Life,2023-04-29,2024-04-28,Active,Midwest,622.47
P000739,C00763,A0059,Life,2024-05-20,2025-05-20,Active,Midwest,972.87
P000740,C00269,A0050,Auto,2023-03-10,2024-03-09,Expired,South,1154.47
P000741,C00019,A0025,Home,2024-09-13,2025-09-13,Active,West,1564.48
P000742,C00646,A0029,Health,2023-06-11,2024-06-10,Renewed,Northeast,7645.98
P000743,C00290,A0067,Commercial,2023-02-08,2024-02-08,Active,South,9495.48
P000744,C00237,A0028,Auto,2023-05-21,2024-05-20,Expired,Midwest,1357.76
P000745,C00422,A0049,Commercial,2023-07-12,2024-07-11,Renewed,Midwest,3931.74
P000746,C00278,A0045,Health,2023-05-04,2024-05-03,Expired,Northeast,2786.2
P000747,C00243,A0074,Home,2024-11-08,2025-11-08,Active,South,1861.51
P000748,C00871,A0070,Auto,2023-11-10,2024-11-09,Active,South,1477.64
P000749,C00755,A0044,Auto,2024-10-30,2025-10-30,Active,South,1326.44
P000750,C00399,A0016,Home,2025-06-27,2026-06-27,Active,South,2515.33
P000751,C00943,A0032,Life,2024-05-11,2025-05-11,Active,Midwest,1427.5
P000752,C00691,A0054,Commercial,2023-10-27,2024-10-26,Active,West,3993.81
P000753,C00706,A0034,Life,2025-02-07,2026-02-07,Expired,Northeast,965.05
P000754,C00608,A0063,Health,2023-07-28,2024-07-27,Active,Northeast,7292.32
P000755,C00027,A0042,Life,2024-09-14,2025-09-14,Renewed,Midwest,840.63
P000756,C00547,A0070,Auto,2023-09-12,2024-09-11,Cancelled,South,916.67
P000757,C00523,A0057,Home,2025-05-30,2026-05-30,Renewed,Northeast,1502.62
P000758,C00816,A0005,Health,2023-06-23,2024-06-22,Cancelled,West,5755.69
P000759,C00717,A0010,Auto,2024-05-08,2025-05-08,Renewed,Midwest,1461.21
P000760,C00424,A0067,Life,2024-03-05,2025-03-05,Active,South,678.39
P000761,C00726,A0056,Health,2023-03-11,2024-03-10,Active,South,5804.96
P000762,C00954,A0014,Home,2024-05-18,2025-05-18,Active,South,2496.1
P000763,C00583,A0073,Health,2025-01-10,2026-01-10,Active,Northeast,5695.09
P000764,C00613,A0026,Commercial,2023-06-18,2024-06-17,Expired,Midwest,6411.11
P000765,C00625,A0045,Commercial,2023-01-20,2024-01-20,Active,Northeast,5590.92
P000766,C00866,A0055,Auto,2024-11-15,2025-11-15,Active,Northeast,913.04
P000767,C00461,A0049,Commercial,2023-05-04,2024-05-03,Active,Midwest,9188.36
P000768,C00453,A0063,Commercial,2023-09-08,2024-09-07,Active,Northeast,7000.09
P000769,C00020,A0028,Health,2023-09-23,2024-09-22,Cancelled,Midwest,4956.93
P000770,C00717,A0080,Home,2025-06-28,2026-06-28,Expired,Midwest,1910.31
P000771,C00819,A0075,Home,2023-02-17,2024-02-17,Active,Midwest,1971.87
P000772,C00091,A0004,Home,2023-11-21,2024-11-20,Active,South,3113.66
P000773,C00615,A0054,Home,2023-05-04,2024-05-03,Active,West,3256.7
P000774,C00305,A0002,Auto,2025-01-22,2026-01-22,Renewed,Midwest,1684.46
P000775,C00801,A0079,Commercial,2025-01-08,2026-01-08,Active,Northeast,10798.74
P000776,C00223,A0012,Commercial,2025-04-22,2026-04-22,Active,Midwest,7836.51
P000777,C00007,A0009,Auto,2024-10-16,2025-10-16,Renewed,Midwest,1998.93
P000778,C00620,A0025,Health,2024-12-25,2025-12-25,Active,West,6641.95
P000779,C00097,A0078,Health,2025-05-22,2026-05-22,Expired,Northeast,3242.51
P000780,C00228,A0063,Life,2023-04-17,2024-04-16,Active,Northeast,1569.4
P000781,C00412,A0049,Home,2023-06-09,2024-06-08,Expired,Midwest,2834.15
P000782,C00391,A0040,Health,2023-04-22,2024-04-21,Renewed,West,6322.15
P000783,C00357,A0027,Health,2023-03-27,2024-03-26,Active,Midwest,4754.99
P000784,C00172,A0007,Home,2024-06-25,2025-06-25,Renewed,South,2465.6
P000785,C00983,A0041,Home,2024-06-17,2025-06-17,Active,South,3031.1
P000786,C00522,A0059,Home,2023-05-14,2024-05-13,Renewed,Midwest,2301.75
P000787,C00049,A0028,Life,2024-09-09,2025-09-09,Renewed,Midwest,804.64
P000788,C00266,A0016,Home,2024-04-05,2025-04-05,Active,South,2416.22
P000789,C00674,A0001,Health,2023-11-21,2024-11-20,Active,Northeast,4476.93
P000790,C00368,A0002,Life,2024-08-16,2025-08-16,Active,Midwest,944.05
P000791,C00960,A0013,Commercial,2023-05-02,2024-05-01,Active,West,5075.64
P000792,C00408,A0013,Home,2024-04-23,2025-04-23,Active,West,1979.17
P000793,C00150,A0018,Health,2025-01-02,2026-01-02,Active,West,7125.52
P000794,C00810,A0038,Home,2025-03-07,2026-03-07,Renewed,South,3275.72
P000795,C00676,A0005,Life,2023-09-24,2024-09-23,Renewed,West,875.6
P000796,C00340,A0076,Commercial,2023-07-30,2024-07-29,Active,South,4847.64
P000797,C00833,A0022,Home,2024-08-14,2025-08-14,Active,South,2932.51
P000798,C00092,A0014,Commercial,2024-08-07,2025-08-07,Active,South,6133.54
P000799,C00707,A0035,Commercial,2023-03-21,2024-03-20,Active,South,6489.08
P000800,C00141,A0049,Auto,2023-09-09,2024-09-08,Active,Midwest,1117.01
P000801,C00216,A0076,Health,2023-06-28,2024-06-27,Active,South,5865.79
P000802,C00872,A0025,Auto,2023-05-28,2024-05-27,Cancelled,West,1119.33
P000803,C00390,A0018,Commercial,2025-05-31,2026-05-31,Active,West,6660.02
P000804,C00502,A0023,Health,2025-03-10,2026-03-10,Active,Northeast,3132.99
P000805,C00359,A0033,Auto,2023-02-08,2024-02-08,Active,Midwest,965.47
P000806,C00977,A0050,Home,2023-09-23,2024-09-22,Active,South,1451.79
P000807,C00123,A0069,Commercial,2023-08-20,2024-08-19,Active,South,6518.64
P000808,C00456,A0068,Life,2023-04-29,2024-04-28,Renewed,Northeast,1121.1
P000809,C00351,A0005,Auto,2024-07-03,2025-07-03,Active,West,2133.0
P000810,C00740,A0013,Home,2023-02-10,2024-02-10,Active,West,2319.47
P000811,C00036,A0049,Home,2025-02-06,2026-02-06,Expired,Midwest,2714.9
P000812,C00798,A0020,Auto,2023-09-14,2024-09-13,Active,South,989.04
P000813,C00075,A0075,Life,2023-03-07,2024-03-06,Active,Midwest,683.79
P000814,C00028,A0067,Commercial,2024-08-05,2025-08-05,Active,South,5297.55
P000815,C00975,A0034,Life,2025-01-26,2026-01-26,Expired,Northeast,670.15
P000816,C00407,A0029,Home,2023-12-04,2024-12-03,Renewed,Northeast,2714.61
P000817,C00767,A0060,Auto,2024-06-05,2025-06-05,Cancelled,West,1834.81
P000818,C00323,A0051,Health,2023-06-13,2024-06-12,Active,South,6277.41
P000819,C00669,A0046,Auto,2023-05-27,2024-05-26,Cancelled,West,1232.86
P000820,C00745,A0013,Commercial,2024-01-31,2025-01-30,Active,West,7124.82
P000821,C00183,A0004,Life,2024-06-29,2025-06-29,Renewed,South,814.88
P000822,C00692,A0059,Health,2023-03-03,2024-03-02,Expired,Midwest,7044.95
P000823,C00346,A0040,Health,2024-07-11,2025-07-11,Active,West,3696.73
P000824,C00727,A0042,Life,2024-07-16,2025-07-16,Expired,Midwest,1247.49
P000825,C00824,A0026,Commercial,2023-05-11,2024-05-10,Active,Midwest,10219.8
P000826,C00199,A0078,Auto,2024-04-20,2025-04-20,Renewed,Northeast,1344.55
P000827,C00745,A0066,Auto,2025-02-20,2026-02-20,Renewed,West,2125.88
P000828,C00599,A0054,Auto,2023-03-11,2024-03-10,Active,West,1271.25
P000829,C00056,A0041,Auto,2024-01-19,2025-01-18,Active,South,886.79
P000830,C00741,A0025,Home,2025-03-17,2026-03-17,Cancelled,West,2969.1
P000831,C00763,A0032,Commercial,2023-11-23,2024-11-22,Renewed,Midwest,5527.53
P000832,C00736,A0022,Home,2025-04-08,2026-04-08,Active,South,2232.65
P000833,C00295,A0053,Life,2025-05-19,2026-05-19,Active,Northeast,1045.87
P000834,C00556,A0059,Auto,2023-08-03,2024-08-02,Active,Midwest,1626.46
P000835,C00939,A0072,Life,2025-06-04,2026-06-04,Active,South,1503.4
P000836,C00065,A0027,Auto,2024-02-26,2025-02-25,Expired,Midwest,1033.01
P000837,C00037,A0056,Life,2023-02-21,2024-02-21,Active,South,1480.74
P000838,C00778,A0005,Home,2024-01-18,2025-01-17,Expired,West,2294.33
P000839,C00514,A0070,Commercial,2024-05-08,2025-05-08,Active,South,7576.67
P000840,C00306,A0011,Home,2023-07-09,2024-07-08,Renewed,South,1312.38
P000841,C00051,A0050,Commercial,2025-04-05,2026-04-05,Active,South,4806.15
P000842,C00996,A0025,Home,2024-08-27,2025-08-27,Active,West,1719.06
P000843,C00104,A0054,Home,2023-01-26,2024-01-26,Renewed,West,3137.18
P000844,C00591,A0032,Commercial,2024-11-20,2025-11-20,Cancelled,Midwest,4960.02
P000845,C00178,A0052,Home,2024-07-22,2025-07-22,Expired,West,1867.05
P000846,C00841,A0001,Home,2024-01-10,2025-01-09,Active,Northeast,3289.41
P000847,C00517,A0009,Auto,2023-08-24,2024-08-23,Renewed,Midwest,1411.0
P000848,C00117,A0042,Home,2024-12-06,2025-12-06,Active,Midwest,1682.15
P000849,C00402,A0049,Auto,2024-02-11,2025-02-10,Active,Midwest,780.38
P000850,C00726,A0020,Auto,2025-02-15,2026-02-15,Renewed,South,1692.45
P000851,C00763,A0028,Home,2024-01-19,2025-01-18,Renewed,Midwest,1987.43
P000852,C00469,A0041,Commercial,2024-02-02,2025-02-01,Active,South,4379.06
P000853,C00891,A0009,Life,2025-04-06,2026-04-06,Active,Midwest,621.41
P000854,C00199,A0029,Commercial,2023-09-24,2024-09-23,Active,Northeast,6735.55
P000855,C00735,A0029,Commercial,2023-06-01,2024-05-31,Active,Northeast,8358.97
P000856,C00206,A0042,Life,2024-08-22,2025-08-22,Renewed,Midwest,979.5
P000857,C00364,A0032,Commercial,2023-08-16,2024-08-15,Active,Midwest,4911.46
P000858,C00178,A0005,Auto,2025-04-06,2026-04-06,Active,West,924.38
P000859,C00575,A0004,Commercial,2024-04-04,2025-04-04,Cancelled,South,6359.47
P000860,C00433,A0015,Life,2024-03-03,2025-03-03,Cancelled,South,626.74
P000861,C00627,A0039,Home,2023-03-29,2024-03-28,Renewed,West,3324.61
P000862,C00616,A0066,Life,2025-02-05,2026-02-05,Expired,West,1306.9
P000863,C00139,A0031,Health,2024-07-04,2025-07-04,Active,South,7228.61
P000864,C00860,A0053,Commercial,2024-06-12,2025-06-12,Active,Northeast,8071.01
P000865,C00283,A0063,Life,2023-01-05,2024-01-05,Active,Northeast,721.5
P000866,C00327,A0019,Home,2025-04-26,2026-04-26,Active,Northeast,2216.0
P000867,C00117,A0028,Auto,2025-05-15,2026-05-15,Active,Midwest,1645.41
P000868,C00113,A0026,Life,2024-11-08,2025-11-08,Expired,Midwest,853.72
P000869,C00123,A0069,Home,2025-01-25,2026-01-25,Active,South,1797.41
P000870,C00867,A0056,Home,2024-12-14,2025-12-14,Expired,South,2058.19
P000871,C00167,A0018,Health,2025-06-14,2026-06-14,Active,West,4479.66
P000872,C00164,A0076,Commercial,2025-03-12,2026-03-12,Renewed,South,10328.38
P000873,C00614,A0004,Life,2023-05-25,2024-05-24,Renewed,South,614.8
P000874,C00017,A0050,Commercial,2024-03-12,2025-03-12,Active,South,8300.17
P000875,C00782,A0053,Commercial,2024-09-29,2025-09-29,Active,Northeast,10504.35
P000876,C00140,A0008,Home,2023-10-26,2024-10-25,Expired,Midwest,1469.02
P000877,C00670,A0062,Auto,2023-01-13,2024-01-13,Active,South,2158.7
P000878,C00731,A0067,Home,2023-11-06,2024-11-05,Active,South,1642.58
P000879,C00578,A0073,Health,2024-02-15,2025-02-14,Active,Northeast,7692.19
P000880,C00119,A0048,Health,2023-05-01,2024-04-30,Active,West,6141.99
P000881,C00116,A0012,Life,2024-04-21,2025-04-21,Renewed,Midwest,1656.17
P000882,C00900,A0048,Life,2024-04-15,2025-04-15,Active,West,1276.99
P000883,C00642,A0069,Commercial,2024-01-10,2025-01-09,Active,South,5410.65
P000884,C00579,A0034,Commercial,2024-08-09,2025-08-09,Active,Northeast,5336.46
P000885,C00682,A0024,Commercial,2023-06-16,2024-06-15,Renewed,South,6067.15
P000886,C00571,A0054,Auto,2023-10-20,2024-10-19,Active,West,1612.33
P000887,C00668,A0051,Health,2025-04-04,2026-04-04,Expired,South,3800.81
P000888,C00381,A0063,Commercial,2023-05-22,2024-05-21,Active,Northeast,6034.51
P000889,C00452,A0052,Health,2025-04-16,2026-04-16,Active,West,6548.58
P000890,C00156,A0064,Home,2023-08-04,2024-08-03,Renewed,Northeast,2610.25
P000891,C00239,A0061,Home,2024-08-03,2025-08-03,Active,South,2365.05
P000892,C00804,A0025,Home,2023-10-23,2024-10-22,Active,West,2523.15
P000893,C00615,A0018,Commercial,2023-12-13,2024-12-12,Active,West,11050.84
P000894,C00373,A0016,Health,2024-09-23,2025-09-23,Active,South,3093.48
P000895,C00214,A0013,Commercial,2024-11-22,2025-11-22,Active,West,5365.55
P000896,C00120,A0071,Auto,2023-08-30,2024-08-29,Active,South,1961.98
P000897,C00628,A0030,Auto,2023-07-13,2024-07-12,Active,West,1537.38
P000898,C00543,A0044,Auto,2023-12-12,2024-12-11,Active,South,1466.25
P000899,C00172,A0004,Life,2023-01-03,2024-01-03,Active,South,590.24
P000900,C00959,A0049,Health,2024-06-13,2025-06-13,Active,Midwest,6670.25
P000901,C00655,A0023,Home,2024-12-03,2025-12-03,Active,Northeast,1606.73
P000902,C00199,A0029,Commercial,2024-01-31,2025-01-30,Active,Northeast,5235.17
P000903,C00746,A0026,Health,2023-06-08,2024-06-07,Cancelled,Midwest,2894.38
P000904,C00104,A0066,Life,2023-08-09,2024-08-08,Renewed,West,947.48
P000905,C00739,A0070,Commercial,2024-05-07,2025-05-07,Cancelled,South,5462.75
P000906,C00080,A0032,Health,2024-09-04,2025-09-04,Expired,Midwest,7430.06
P000907,C00820,A0059,Commercial,2024-06-10,2025-06-10,Active,Midwest,10704.78
P000908,C00246,A0057,Life,2025-01-08,2026-01-08,Expired,Northeast,1007.15
P000909,C00658,A0046,Auto,2024-08-03,2025-08-03,Expired,West,1381.64
P000910,C00356,A0078,Commercial,2024-10-10,2025-10-10,Active,Northeast,4623.39
P000911,C00294,A0016,Home,2024-09-26,2025-09-26,Active,South,2805.49
P000912,C00676,A0046,Commercial,2023-08-08,2024-08-07,Active,West,8512.29
P000913,C00054,A0066,Health,2025-03-27,2026-03-27,Active,West,4328.68
P000914,C00338,A0028,Life,2024-01-22,2025-01-21,Expired,Midwest,1470.59
P000915,C00646,A0079,Health,2024-10-23,2025-10-23,Renewed,Northeast,5927.65
P000916,C00231,A0010,Home,2024-11-17,2025-11-17,Expired,Midwest,2256.73
P000917,C00280,A0020,Auto,2023-10-09,2024-10-08,Active,South,1033.35
P000918,C00084,A0028,Health,2024-11-21,2025-11-21,Renewed,Midwest,3841.15
P000919,C00895,A0075,Home,2025-03-17,2026-03-17,Cancelled,Midwest,2124.53
P000920,C00939,A0069,Health,2024-08-14,2025-08-14,Expired,South,6632.52
P000921,C00495,A0050,Health,2023-04-25,2024-04-24,Active,South,5103.09
P000922,C00601,A0033,Auto,2025-06-29,2026-06-29,Active,Midwest,1888.97
P000923,C00806,A0014,Health,2023-07-09,2024-07-08,Renewed,South,3411.72
P000924,C00967,A0016,Auto,2024-04-25,2025-04-25,Renewed,South,1770.5
P000925,C00606,A0051,Auto,2023-09-15,2024-09-14,Active,South,1638.03
P000926,C00934,A0046,Home,2023-12-22,2024-12-21,Expired,West,2159.37
P000927,C00382,A0002,Home,2025-02-05,2026-02-05,Active,Midwest,3199.02
P000928,C00500,A0012,Commercial,2024-08-10,2025-08-10,Cancelled,Midwest,10486.2
P000929,C00033,A0074,Health,2023-01-11,2024-01-11,Cancelled,South,6249.35
P000930,C00809,A0041,Commercial,2024-02-25,2025-02-24,Active,South,5464.84
P000931,C00142,A0080,Commercial,2023-04-28,2024-04-27,Expired,Midwest,8175.08
P000932,C00135,A0032,Life,2025-06-29,2026-06-29,Renewed,Midwest,1261.62
P000933,C00808,A0047,Auto,2023-02-15,2024-02-15,Expired,South,1953.83
P000934,C00911,A0066,Health,2025-01-01,2026-01-01,Active,West,5701.9
P000935,C00388,A0054,Health,2025-03-05,2026-03-05,Active,West,2857.21
P000936,C00719,A0043,Commercial,2023-11-17,2024-11-16,Renewed,Northeast,4940.3
P000937,C00241,A0002,Commercial,2023-03-30,2024-03-29,Renewed,Midwest,4810.55
P000938,C00634,A0039,Life,2025-06-04,2026-06-04,Active,West,943.46
P000939,C00422,A0009,Health,2024-09-27,2025-09-27,Active,Midwest,6295.71
P000940,C00195,A0051,Life,2024-04-03,2025-04-03,Active,South,1639.46
P000941,C00956,A0074,Health,2023-07-19,2024-07-18,Active,South,4503.01
P000942,C00696,A0060,Health,2023-01-03,2024-01-03,Active,West,5317.47
P000943,C00307,A0054,Commercial,2024-08-19,2025-08-19,Cancelled,West,7648.06
P000944,C00762,A0071,Auto,2024-02-12,2025-02-11,Active,South,1183.07
P000945,C00400,A0014,Home,2024-09-11,2025-09-11,Active,South,1271.76
P000946,C00267,A0032,Commercial,2023-11-15,2024-11-14,Active,Midwest,5737.28
P000947,C00417,A0074,Commercial,2023-10-15,2024-10-14,Active,South,6075.09
P000948,C00197,A0013,Auto,2024-05-09,2025-05-09,Renewed,West,1448.16
P000949,C00151,A0071,Commercial,2025-02-26,2026-02-26,Active,South,6570.71
P000950,C00638,A0030,Life,2023-07-25,2024-07-24,Renewed,West,1001.03
P000951,C00659,A0033,Health,2023-04-18,2024-04-17,Renewed,Midwest,4738.63
P000952,C00836,A0042,Auto,2023-02-12,2024-02-12,Expired,Midwest,1502.57
P000953,C00110,A0067,Health,2025-03-31,2026-03-31,Active,South,4963.87
P000954,C00497,A0059,Home,2023-06-21,2024-06-20,Expired,Midwest,3010.53
P000955,C00076,A0036,Home,2024-09-13,2025-09-13,Active,Northeast,2801.05
P000956,C00244,A0013,Auto,2024-08-29,2025-08-29,Active,West,1047.84
P000957,C00304,A0013,Auto,2024-10-18,2025-10-18,Active,West,2073.08
P000958,C00445,A0047,Health,2025-06-17,2026-06-17,Renewed,South,5226.68
P000959,C00874,A0001,Health,2023-05-27,2024-05-26,Active,Northeast,4838.13
P000960,C00775,A0007,Commercial,2025-06-29,2026-06-29,Expired,South,4634.07
P000961,C00591,A0002,Health,2025-03-23,2026-03-23,Active,Midwest,5521.8
P000962,C00297,A0028,Auto,2024-03-25,2025-03-25,Expired,Midwest,2040.57
P000963,C00638,A0046,Life,2024-01-02,2025-01-01,Active,West,1162.29
P000964,C00477,A0073,Commercial,2023-02-16,2024-02-16,Renewed,Northeast,4595.26
P000965,C00785,A0047,Auto,2024-12-08,2025-12-08,Renewed,South,1006.81
P000966,C00013,A0058,Health,2023-08-24,2024-08-23,Renewed,South,5144.22
P000967,C00785,A0022,Life,2023-09-23,2024-09-22,Renewed,South,1629.59
P000968,C00515,A0003,Life,2024-07-05,2025-07-05,Cancelled,South,1088.86
P000969,C00650,A0007,Home,2024-11-08,2025-11-08,Renewed,South,1959.49
P000970,C00927,A0048,Health,2023-05-12,2024-05-11,Cancelled,West,4341.88
P000971,C00980,A0054,Health,2025-04-13,2026-04-13,Expired,West,3672.41
P000972,C00043,A0047,Health,2024-10-03,2025-10-03,Active,South,6490.65
P000973,C00799,A0011,Home,2024-12-14,2025-12-14,Active,South,1602.04
P000974,C00608,A0017,Auto,2023-10-26,2024-10-25,Active,Northeast,1002.89
P000975,C00053,A0007,Life,2024-05-19,2025-05-19,Active,South,1067.52
P000976,C00367,A0040,Life,2025-01-15,2026-01-15,Active,West,835.27
P000977,C00323,A0056,Home,2024-03-25,2025-03-25,Active,South,1790.21
P000978,C00588,A0049,Health,2023-08-24,2024-08-23,Active,Midwest,5268.0
P000979,C00673,A0029,Health,2023-09-01,2024-08-31,Active,Northeast,6369.0
P000980,C00775,A0035,Commercial,2024-08-17,2025-08-17,Active,South,4352.65
P000981,C00875,A0046,Auto,2025-03-28,2026-03-28,Active,West,1270.73
P000982,C00225,A0064,Life,2025-01-16,2026-01-16,Expired,Northeast,656.47
P000983,C00530,A0020,Commercial,2025-04-28,2026-04-28,Active,South,10338.88
P000984,C00619,A0048,Auto,2025-01-24,2026-01-24,Cancelled,West,1733.98
P000985,C00369,A0025,Home,2025-03-13,2026-03-13,Cancelled,West,2729.33
P000986,C00073,A0072,Commercial,2023-10-12,2024-10-11,Active,South,5351.85
P000987,C00705,A0002,Auto,2024-04-01,2025-04-01,Active,Midwest,1877.96
P000988,C00358,A0015,Commercial,2025-01-13,2026-01-13,Expired,South,6137.09
P000989,C00518,A0043,Life,2023-04-11,2024-04-10,Active,Northeast,1337.5
P000990,C00968,A0074,Commercial,2024-05-24,2025-05-24,Active,South,4773.58
P000991,C00048,A0045,Commercial,2023-09-05,2024-09-04,Renewed,Northeast,5906.72
P000992,C00028,A0037,Life,2025-06-07,2026-06-07,Active,South,1467.74
P000993,C00807,A0058,Commercial,2024-01-01,2024-12-31,Active,South,9876.62
P000994,C00723,A0057,Health,2024-07-16,2025-07-16,Active,Northeast,7369.7
P000995,C00334,A0054,Health,2025-01-06,2026-01-06,Active,West,3859.74
P000996,C00873,A0069,Life,2024-12-24,2025-12-24,Expired,South,1233.25
P000997,C00528,A0006,Auto,2023-05-25,2024-05-24,Renewed,South,1596.45
P000998,C00182,A0018,Auto,2024-11-07,2025-11-07,Active,West,1997.35
P000999,C00306,A0050,Auto,2024-07-20,2025-07-20,Renewed,South,2171.61
P001000,C00326,A0077,Health,2024-04-25,2025-04-25,Expired,Northeast,3216.76
P001001,C00975,A0045,Health,2025-04-26,2026-04-26,Active,Northeast,6842.78
P001002,C00320,A0033,Health,2024-06-24,2025-06-24,Active,Midwest,6919.44
P001003,C00217,A0047,Life,2023-09-27,2024-09-26,Renewed,South,1181.53
P001004,C00312,A0056,Auto,2023-04-03,2024-04-02,Cancelled,South,1711.75
P001005,C00077,A0016,Commercial,2024-12-10,2025-12-10,Active,South,4189.23
