premium_id,policy_id,payment_date,premium_amount,payment_status,payment_method
PM0004686,P001312,2025-04-07,692.0,Paid,Wire
PM0004687,P001312,2025-07-11,692.0,Paid,ACH
PM0004688,P001313,2023-03-22,901.46,Paid,Card
PM0004689,P001313,2023-06-15,901.46,Paid,Wire
PM0004690,P001313,2023-09-26,901.46,Paid,ACH
PM0004691,P001313,2023-12-28,901.46,Late,Wire
PM0004692,P001314,2025-02-13,1196.69,Paid,Card
PM0004693,P001314,2025-05-19,1196.69,Paid,Card
PM0004694,P001314,2025-08-22,1196.69,Failed,Wire
PM0004695,P001314,2025-11-19,1196.69,Paid,Check
PM0004696,P001315,2023-05-03,776.26,Paid,Card
PM0004697,P001315,2023-07-24,776.26,Paid,Check
PM0004698,P001315,2023-11-02,776.26,Refunded,ACH
PM0004699,P001315,2024-01-18,776.26,Paid,Check
PM0004700,P001316,2024-09-20,1913.65,Paid,Check
PM0004701,P001316,2024-12-10,1913.65,Paid,ACH
PM0004702,P001316,2025-03-16,1913.65,Paid,ACH
PM0004703,P001317,2024-03-28,348.08,Late,Wire
PM0004704,P001317,2024-07-05,348.08,Paid,Card
PM0004705,P001317,2024-09-24,348.08,Paid,Card
PM0004706,P001317,2024-12-18,348.08,Paid,ACH
PM0004707,P001318,2023-11-06,275.24,Paid,Card
PM0004708,P001318,2024-02-01,275.24,Paid,Wire
PM0004709,P001318,2024-04-18,275.24,Paid,ACH
PM0004710,P001318,2024-08-02,275.24,Paid,Check
PM0004711,P001319,2024-07-24,2114.09,Paid,Card
PM0004712,P001319,2024-10-10,2114.09,Paid,Check
PM0004713,P001319,2025-04-06,2114.09,Paid,Wire
PM0004714,P001320,2023-01-08,289.85,Paid,ACH
PM0004715,P001320,2023-03-30,289.85,Paid,Card
PM0004716,P001320,2023-07-14,289.85,Paid,Check
PM0004717,P001321,2025-07-13,594.46,Paid,Wire
PM0004718,P001321,2025-10-04,594.46,Failed,Wire
PM0004719,P001321,2025-12-26,594.46,Paid,Wire
PM0004720,P001322,2023-12-05,387.21,Paid,ACH
PM0004721,P001322,2024-02-26,387.21,Paid,ACH
PM0004722,P001322,2024-05-30,387.21,Late,ACH
PM0004723,P001322,2024-08-19,387.21,Paid,Check
PM0004724,P001323,2024-08-24,475.93,Paid,ACH
PM0004725,P001323,2024-12-11,475.93,Paid,Wire
PM0004726,P001323,2025-02-22,475.93,Failed,Wire
PM0004727,P001323,2025-05-23,475.93,Paid,Card
PM0004728,P001324,2024-09-09,298.11,Paid,Check
PM0004729,P001324,2024-12-01,298.11,Paid,Card
PM0004730,P001324,2025-03-13,298.11,Paid,ACH
PM0004731,P001324,2025-06-02,298.11,Paid,Wire
PM0004732,P001325,2025-02-25,1220.03,Paid,Wire
PM0004733,P001325,2025-06-06,1220.03,Paid,ACH
PM0004734,P001325,2025-09-04,1220.03,Late,Wire
PM0004735,P001325,2025-12-07,1220.03,Paid,Card
PM0004736,P001326,2025-04-05,323.49,Paid,Card
PM0004737,P001326,2025-07-13,323.49,Paid,Check
PM0004738,P001326,2025-10-03,323.49,Paid,ACH
PM0004739,P001327,2025-05-21,1818.09,Paid,Wire
PM0004740,P001327,2025-08-14,1818.09,Paid,Card
PM0004741,P001327,2025-11-14,1818.09,Late,Wire
PM0004742,P001328,2025-03-23,414.23,Paid,ACH
PM0004743,P001328,2025-07-01,414.23,Paid,Check
PM0004744,P001328,2025-09-18,414.23,Paid,ACH
PM0004745,P001329,2023-10-29,248.58,Paid,ACH
PM0004746,P001329,2024-01-28,248.58,Paid,Check
PM0004747,P001329,2024-05-05,248.58,Paid,ACH
PM0004748,P001329,2024-07-31,248.58,Refunded,Wire
PM0004749,P001330,2023-07-02,555.3,Paid,ACH
PM0004750,P001330,2023-10-03,555.3,Paid,Wire
PM0004751,P001330,2024-04-11,555.3,Late,Check
PM0004752,P001331,2024-09-18,319.03,Paid,Check
PM0004753,P001331,2024-12-28,319.03,Paid,Wire
PM0004754,P001331,2025-03-23,319.03,Paid,Wire
PM0004755,P001331,2025-06-30,319.03,Paid,Card
PM0004756,P001332,2024-04-13,298.92,Paid,ACH
PM0004757,P001332,2024-12-25,298.92,Paid,ACH
PM0004758,P001333,2025-05-09,1450.99,Paid,ACH
PM0004759,P001333,2025-08-19,1450.99,Paid,Check
PM0004760,P001333,2025-11-01,1450.99,Paid,Check
PM0004761,P001334,2024-06-12,1355.7,Paid,ACH
PM0004762,P001334,2024-09-13,1355.7,Paid,Card
PM0004763,P001334,2024-12-07,1355.7,Paid,Check
PM0004764,P001334,2025-03-09,1355.7,Paid,Card
PM0004765,P001335,2024-06-30,2502.34,Paid,Card
PM0004766,P001335,2024-09-22,2502.34,Paid,Check
PM0004767,P001335,2025-03-18,2502.34,Paid,Wire
PM0004768,P001336,2025-03-12,2300.34,Late,Card
PM0004769,P001336,2025-06-06,2300.34,Paid,Check
PM0004770,P001336,2025-08-24,2300.34,Paid,ACH
PM0004771,P001336,2025-12-04,2300.34,Late,Wire
PM0004772,P001337,2025-02-21,467.3,Paid,Wire
PM0004773,P001337,2025-05-14,467.3,Paid,Card
PM0004774,P001338,2023-07-29,447.6,Paid,Wire
PM0004775,P001338,2023-10-16,447.6,Paid,Wire
PM0004776,P001338,2024-01-13,447.6,Paid,Wire
PM0004777,P001338,2024-04-15,447.6,Paid,Card
PM0004778,P001339,2023-04-20,1539.65,Paid,ACH
PM0004779,P001339,2023-07-15,1539.65,Paid,Check
PM0004780,P001339,2023-10-10,1539.65,Paid,Check
PM0004781,P001339,2024-01-11,1539.65,Paid,Card
PM0004782,P001340,2023-04-03,1164.8,Paid,Check
PM0004783,P001340,2023-07-18,1164.8,Paid,ACH
PM0004784,P001340,2024-01-11,1164.8,Paid,Wire
PM0004785,P001341,2023-03-23,492.08,Failed,Card
PM0004786,P001341,2023-07-11,492.08,Paid,Check
PM0004787,P001341,2023-09-30,492.08,Paid,ACH
PM0004788,P001341,2024-01-03,492.08,Paid,ACH
PM0004789,P001342,2023-10-16,1997.76,Late,Wire
PM0004790,P001342,2023-12-29,1997.76,Paid,Check
PM0004791,P001342,2024-07-13,1997.76,Paid,Check
PM0004792,P001343,2024-07-09,1378.74,Paid,ACH
PM0004793,P001343,2024-12-31,1378.74,Paid,ACH
PM0004794,P001344,2023-10-17,402.26,Refunded,Wire
PM0004795,P001344,2024-01-12,402.26,Paid,Check
PM0004796,P001344,2024-04-05,402.26,Late,Wire
PM0004797,P001344,2024-07-11,402.26,Paid,Card
PM0004798,P001345,2025-03-22,649.05,Paid,Check
PM0004799,P001345,2025-06-14,649.05,Paid,Card
PM0004800,P001345,2025-09-06,649.05,Paid,ACH
PM0004801,P001346,2024-10-10,1423.84,Paid,Check
PM0004802,P001346,2025-01-19,1423.84,Paid,ACH
PM0004803,P001346,2025-04-05,1423.84,Paid,Check
PM0004804,P001346,2025-07-07,1423.84,Paid,Card
PM0004805,P001347,2023-03-05,223.45,Paid,Wire
PM0004806,P001347,2023-05-31,223.45,Paid,ACH
PM0004807,P001347,2023-09-02,223.45,Paid,ACH
PM0004808,P001347,2023-11-24,223.45,Paid,Check
PM0004809,P001348,2023-09-28,1524.52,Paid,Card
PM0004810,P001348,2023-12-28,1524.52,Paid,Check
PM0004811,P001348,2024-04-02,1524.52,Paid,ACH
PM0004812,P001348,2024-06-29,1524.52,Paid,Card
PM0004813,P001349,2024-01-03,416.1,Paid,Card
PM0004814,P001349,2024-04-10,416.1,Paid,ACH
PM0004815,P001349,2024-07-07,416.1,Paid,ACH
PM0004816,P001349,2024-10-05,416.1,Paid,Card
PM0004817,P001350,2024-06-28,1047.62,Failed,ACH
PM0004818,P001350,2024-10-01,1047.62,Paid,Wire
PM0004819,P001350,2024-12-23,1047.62,Paid,Wire
PM0004820,P001350,2025-03-13,1047.62,Paid,Card
PM0004821,P001351,2023-08-25,1119.13,Late,Check
PM0004822,P001351,2023-12-04,1119.13,Failed,Check
PM0004823,P001351,2024-05-15,1119.13,Paid,ACH
PM0004824,P001352,2023-02-21,2754.39,Paid,Card
PM0004825,P001352,2023-05-25,2754.39,Paid,ACH
PM0004826,P001352,2023-08-25,2754.39,Paid,Wire
PM0004827,P001353,2025-05-13,294.25,Paid,Card
PM0004828,P001353,2025-08-10,294.25,Paid,ACH
PM0004829,P001353,2025-11-03,294.25,Paid,Wire
PM0004830,P001354,2024-04-07,1881.65,Paid,Card
PM0004831,P001354,2024-07-10,1881.65,Refunded,Check
PM0004832,P001354,2024-10-08,1881.65,Paid,ACH
PM0004833,P001354,2024-12-31,1881.65,Paid,ACH
PM0004834,P001355,2025-01-28,374.96,Paid,Card
PM0004835,P001355,2025-04-27,374.96,Failed,Wire
PM0004836,P001355,2025-08-09,374.96,Paid,Check
PM0004837,P001355,2025-10-22,374.96,Failed,Card
PM0004838,P001356,2025-02-08,534.33,Paid,Card
PM0004839,P001356,2025-05-11,534.33,Failed,ACH
PM0004840,P001356,2025-07-23,534.33,Paid,ACH
PM0004841,P001356,2025-11-04,534.33,Late,Card
PM0004842,P001357,2024-10-20,386.25,Paid,Check
PM0004843,P001357,2025-01-26,386.25,Paid,Wire
PM0004844,P001357,2025-04-16,386.25,Paid,Wire
PM0004845,P001357,2025-07-16,386.25,Late,Check
PM0004846,P001358,2024-06-06,1614.45,Paid,ACH
PM0004847,P001358,2024-08-22,1614.45,Paid,Check
PM0004848,P001358,2024-11-24,1614.45,Failed,Card
PM0004849,P001358,2025-02-14,1614.45,Paid,ACH
PM0004850,P001359,2025-01-30,281.45,Paid,ACH
PM0004851,P001359,2025-05-08,281.45,Paid,ACH
PM0004852,P001359,2025-08-15,281.45,Paid,Check
PM0004853,P001359,2025-10-30,281.45,Paid,Card
PM0004854,P001360,2025-03-17,322.04,Paid,ACH
PM0004855,P001360,2025-06-13,322.04,Refunded,Card
PM0004856,P001360,2025-09-06,322.04,Paid,ACH
PM0004857,P001360,2025-12-15,322.04,Paid,Check
PM0004858,P001361,2024-03-08,263.92,Paid,Card
PM0004859,P001361,2024-06-21,263.92,Paid,Check
PM0004860,P001361,2024-09-19,263.92,Paid,ACH
PM0004861,P001361,2024-12-19,263.92,Paid,Card
PM0004862,P001362,2024-01-12,1375.55,Paid,Check
PM0004863,P001362,2024-04-01,1375.55,Paid,Card
PM0004864,P001362,2024-07-12,1375.55,Paid,Wire
PM0004865,P001362,2024-10-12,1375.55,Paid,Wire
PM0004866,P001363,2025-01-23,1742.74,Paid,Card
PM0004867,P001363,2025-04-13,1742.74,Paid,Check
PM0004868,P001363,2025-10-10,1742.74,Paid,Check
PM0004869,P001364,2023-06-28,384.71,Paid,Card
PM0004870,P001364,2023-09-28,384.71,Paid,Wire
PM0004871,P001364,2024-01-08,384.71,Paid,Check
PM0004872,P001364,2024-04-06,384.71,Paid,ACH
PM0004873,P001365,2023-04-13,2736.55,Paid,Wire
PM0004874,P001365,2023-06-26,2736.55,Paid,Card
PM0004875,P001365,2023-10-07,2736.55,Paid,Check
PM0004876,P001365,2023-12-23,2736.55,Late,Wire
PM0004877,P001366,2024-05-10,1581.1,Paid,Wire
PM0004878,P001366,2024-07-27,1581.1,Late,Card
PM0004879,P001366,2025-01-25,1581.1,Refunded,Check
PM0004880,P001367,2024-09-15,393.74,Paid,Card
PM0004881,P001367,2024-12-07,393.74,Paid,Wire
PM0004882,P001367,2025-03-06,393.74,Paid,ACH
PM0004883,P001368,2023-11-27,1076.57,Paid,Wire
PM0004884,P001368,2024-02-15,1076.57,Paid,ACH
PM0004885,P001368,2024-08-27,1076.57,Paid,Card
PM0004886,P001369,2025-01-08,2154.68,Paid,ACH
PM0004887,P001369,2025-03-29,2154.68,Paid,Card
PM0004888,P001369,2025-07-06,2154.68,Paid,ACH
PM0004889,P001369,2025-10-05,2154.68,Paid,Check
PM0004890,P001370,2023-10-07,361.96,Paid,Wire
PM0004891,P001370,2023-12-24,361.96,Paid,ACH
PM0004892,P001370,2024-04-09,361.96,Paid,Card
PM0004893,P001370,2024-07-08,361.96,Paid,Check
PM0004894,P001371,2023-08-13,314.94,Failed,ACH
PM0004895,P001371,2023-11-01,314.94,Paid,Wire
PM0004896,P001371,2024-01-29,314.94,Paid,Wire
PM0004897,P001371,2024-04-28,314.94,Paid,ACH
PM0004898,P001372,2024-07-26,1063.84,Late,Wire
PM0004899,P001372,2024-11-07,1063.84,Paid,Check
PM0004900,P001372,2025-01-18,1063.84,Paid,Card
PM0004901,P001372,2025-04-21,1063.84,Paid,ACH
PM0004902,P001373,2023-05-20,412.62,Paid,Check
PM0004903,P001373,2023-09-04,412.62,Paid,Check
PM0004904,P001373,2023-11-22,412.62,Paid,ACH
PM0004905,P001373,2024-02-20,412.62,Late,Check
PM0004906,P001374,2025-01-09,1053.61,Paid,Card
PM0004907,P001374,2025-04-15,1053.61,Paid,Wire
PM0004908,P001374,2025-07-11,1053.61,Paid,Wire
PM0004909,P001375,2023-03-10,452.63,Paid,Card
PM0004910,P001375,2023-06-06,452.63,Paid,Check
PM0004911,P001375,2023-08-30,452.63,Paid,ACH
PM0004912,P001375,2023-11-26,452.63,Failed,Card
PM0004913,P001376,2024-02-03,1643.26,Failed,Card
PM0004914,P001376,2024-04-22,1643.26,Paid,Check
PM0004915,P001376,2024-07-20,1643.26,Paid,Wire
PM0004916,P001376,2024-10-18,1643.26,Paid,Wire
PM0004917,P001377,2023-11-24,1685.22,Paid,Wire
PM0004918,P001377,2024-05-11,1685.22,Paid,Card
PM0004919,P001377,2024-08-14,1685.22,Refunded,Wire
PM0004920,P001378,2025-03-21,1534.93,Paid,Wire
PM0004921,P001378,2025-06-07,1534.93,Late,Wire
PM0004922,P001378,2025-09-06,1534.93,Paid,Wire
PM0004923,P001379,2025-02-05,1632.27,Paid,Wire
PM0004924,P001379,2025-05-06,1632.27,Paid,Wire
PM0004925,P001379,2025-08-04,1632.27,Paid,Card
PM0004926,P001379,2025-11-18,1632.27,Failed,Check
PM0004927,P001380,2024-09-24,358.85,Paid,ACH
PM0004928,P001380,2024-12-11,358.85,Paid,ACH
PM0004929,P001380,2025-03-27,358.85,Paid,Check
PM0004930,P001380,2025-06-14,358.85,Paid,Check
PM0004931,P001381,2024-03-26,362.17,Paid,ACH
PM0004932,P001381,2024-07-01,362.17,Paid,Check
PM0004933,P001381,2024-10-01,362.17,Paid,Wire
PM0004934,P001381,2025-01-03,362.17,Paid,Wire
PM0004935,P001382,2024-06-28,1481.56,Paid,Card
PM0004936,P001382,2024-09-24,1481.56,Paid,Check
PM0004937,P001382,2024-12-26,1481.56,Paid,Wire
PM0004938,P001383,2024-05-05,492.16,Paid,ACH
PM0004939,P001383,2024-08-08,492.16,Paid,Card
PM0004940,P001383,2024-10-25,492.16,Paid,Wire
PM0004941,P001383,2025-01-23,492.16,Paid,Check
PM0004942,P001384,2024-03-29,2344.39,Paid,Check
PM0004943,P001384,2024-07-12,2344.39,Paid,Wire
PM0004944,P001384,2024-10-04,2344.39,Paid,ACH
PM0004945,P001384,2025-01-06,2344.39,Paid,Card
PM0004946,P001385,2025-06-19,832.01,Paid,Check
PM0004947,P001385,2025-09-18,832.01,Paid,ACH
PM0004948,P001385,2025-12-29,832.01,Paid,Card
PM0004949,P001386,2023-12-11,408.35,Paid,ACH
PM0004950,P001386,2024-03-06,408.35,Paid,ACH
PM0004951,P001386,2024-06-09,408.35,Paid,ACH
PM0004952,P001386,2024-08-21,408.35,Paid,Check
PM0004953,P001387,2023-08-08,544.85,Paid,Card
PM0004954,P001387,2023-10-23,544.85,Paid,Wire
PM0004955,P001387,2024-01-31,544.85,Late,ACH
PM0004956,P001387,2024-04-20,544.85,Paid,Card
PM0004957,P001388,2024-12-03,374.33,Paid,ACH
PM0004958,P001388,2025-03-05,374.33,Paid,Check
PM0004959,P001388,2025-06-02,374.33,Paid,Card
PM0004960,P001388,2025-09-01,374.33,Paid,Check
PM0004961,P001389,2023-12-05,1386.85,Paid,Wire
PM0004962,P001389,2024-02-21,1386.85,Failed,ACH
PM0004963,P001389,2024-05-24,1386.85,Paid,Check
PM0004964,P001390,2024-08-24,1249.62,Paid,Check
PM0004965,P001390,2024-11-13,1249.62,Paid,Card
PM0004966,P001390,2025-02-24,1249.62,Paid,Check
PM0004967,P001390,2025-05-11,1249.62,Refunded,Check
PM0004968,P001391,2024-06-26,217.23,Failed,Card
PM0004969,P001391,2024-10-04,217.23,Paid,Card
PM0004970,P001391,2024-12-25,217.23,Paid,Card
PM0004971,P001391,2025-03-19,217.23,Paid,Wire
PM0004972,P001392,2023-12-21,992.45,Paid,Card
PM0004973,P001392,2024-03-11,992.45,Paid,Card
PM0004974,P001392,2024-06-17,992.45,Paid,Card
PM0004975,P001392,2024-09-17,992.45,Failed,ACH
PM0004976,P001393,2024-10-03,299.11,Paid,Check
PM0004977,P001393,2025-01-04,299.11,Paid,Card
PM0004978,P001393,2025-04-08,299.11,Paid,ACH
PM0004979,P001393,2025-07-12,299.11,Paid,Wire
PM0004980,P001394,2023-09-23,449.06,Paid,Wire
PM0004981,P001394,2023-12-18,449.06,Paid,ACH
PM0004982,P001394,2024-03-12,449.06,Paid,Check
PM0004983,P001394,2024-06-24,449.06,Paid,Card
PM0004984,P001395,2024-05-28,330.78,Paid,Check
PM0004985,P001395,2024-08-19,330.78,Paid,Wire
PM0004986,P001395,2024-11-06,330.78,Late,Check
PM0004987,P001396,2024-07-12,302.29,Paid,Wire
PM0004988,P001396,2025-01-15,302.29,Paid,ACH
PM0004989,P001396,2025-04-15,302.29,Paid,Check
PM0004990,P001397,2025-04-18,308.62,Paid,Card
PM0004991,P001397,2025-07-22,308.62,Paid,Wire
PM0004992,P001397,2025-11-01,308.62,Paid,Check
PM0004993,P001398,2024-08-28,1361.4,Paid,Wire
PM0004994,P001398,2024-12-04,1361.4,Paid,Wire
PM0004995,P001398,2025-05-15,1361.4,Late,Check
PM0004996,P001399,2024-09-08,1881.56,Late,ACH
PM0004997,P001399,2024-11-21,1881.56,Late,Wire
PM0004998,P001399,2025-02-22,1881.56,Late,ACH
PM0004999,P001399,2025-05-26,1881.56,Paid,Card
PM0005000,P001400,2025-01-16,585.25,Paid,Card
PM0005001,P001400,2025-04-21,585.25,Paid,Card
PM0005002,P001400,2025-07-23,585.25,Paid,Check
PM0005003,P001400,2025-10-11,585.25,Failed,Wire
PM0005004,P001401,2023-04-06,552.81,Paid,Card
PM0005005,P001401,2023-07-09,552.81,Late,Check
PM0005006,P001401,2023-10-12,552.81,Paid,Card
PM0005007,P001401,2024-01-08,552.81,Paid,Card
PM0005008,P001402,2024-03-04,346.89,Paid,ACH
PM0005009,P001402,2024-05-26,346.89,Paid,Card
PM0005010,P001402,2024-08-17,346.89,Paid,ACH
PM0005011,P001402,2024-11-24,346.89,Late,Check
PM0005012,P001403,2024-12-20,645.55,Paid,Check
PM0005013,P001403,2025-03-29,645.55,Paid,ACH
PM0005014,P001403,2025-06-11,645.55,Paid,Wire
PM0005015,P001403,2025-09-15,645.55,Paid,Check
PM0005016,P001404,2023-11-26,961.71,Paid,ACH
PM0005017,P001404,2024-03-09,961.71,Late,Check
PM0005018,P001404,2024-06-09,961.71,Paid,Wire
PM0005019,P001404,2024-08-25,961.71,Paid,ACH
PM0005020,P001405,2024-07-04,1510.22,Paid,Check
PM0005021,P001405,2024-10-01,1510.22,Late,ACH
PM0005022,P001405,2024-12-23,1510.22,Paid,Check
PM0005023,P001406,2025-05-06,1335.76,Failed,Card
PM0005024,P001407,2023-06-19,282.07,Failed,ACH
PM0005025,P001407,2023-09-02,282.07,Paid,Check
PM0005026,P001407,2023-11-28,282.07,Paid,Check
PM0005027,P001407,2024-03-12,282.07,Paid,ACH
PM0005028,P001408,2024-06-05,482.38,Refunded,Wire
PM0005029,P001408,2024-08-18,482.38,Paid,ACH
PM0005030,P001408,2024-11-17,482.38,Paid,ACH
PM0005031,P001408,2025-02-12,482.38,Paid,Wire
PM0005032,P001409,2024-12-30,542.15,Paid,Card
PM0005033,P001409,2025-04-04,542.15,Paid,ACH
PM0005034,P001409,2025-06-30,542.15,Paid,ACH
PM0005035,P001409,2025-10-06,542.15,Paid,Card
PM0005036,P001410,2025-03-27,543.86,Paid,Check
PM0005037,P001410,2025-06-26,543.86,Paid,ACH
PM0005038,P001410,2025-10-06,543.86,Paid,Check
PM0005039,P001410,2025-12-26,543.86,Paid,ACH
PM0005040,P001411,2023-04-12,1491.68,Paid,Wire
PM0005041,P001411,2023-07-01,1491.68,Paid,ACH
PM0005042,P001411,2023-10-17,1491.68,Paid,ACH
PM0005043,P001411,2024-01-04,1491.68,Paid,Wire
PM0005044,P001412,2023-12-16,2018.34,Paid,Wire
PM0005045,P001412,2024-03-11,2018.34,Paid,Card
PM0005046,P001412,2024-06-16,2018.34,Paid,Wire
PM0005047,P001412,2024-09-09,2018.34,Late,Card
PM0005048,P001413,2024-01-08,673.01,Paid,Card
PM0005049,P001413,2024-03-23,673.01,Paid,Wire
PM0005050,P001413,2024-06-30,673.01,Paid,Wire
PM0005051,P001414,2024-08-10,534.69,Paid,Check
PM0005052,P001414,2024-11-05,534.69,Paid,Wire
PM0005053,P001414,2025-02-12,534.69,Paid,ACH
PM0005054,P001414,2025-05-12,534.69,Paid,Check
PM0005055,P001415,2024-09-29,1468.64,Paid,ACH
PM0005056,P001415,2024-12-15,1468.64,Paid,Wire
PM0005057,P001415,2025-03-21,1468.64,Paid,Card
PM0005058,P001416,2023-07-16,275.23,Paid,Check
PM0005059,P001416,2024-04-01,275.23,Paid,ACH
PM0005060,P001417,2023-09-05,283.62,Paid,Card
PM0005061,P001417,2023-12-01,283.62,Paid,ACH
PM0005062,P001417,2024-02-21,283.62,Paid,Wire
PM0005063,P001417,2024-05-23,283.62,Paid,Wire
PM0005064,P001418,2023-08-26,2398.78,Paid,Card
PM0005065,P001418,2023-11-10,2398.78,Failed,ACH
PM0005066,P001418,2024-05-06,2398.78,Paid,ACH
PM0005067,P001419,2025-06-20,2571.54,Paid,Check
PM0005068,P001419,2025-09-16,2571.54,Late,Card
PM0005069,P001419,2025-12-19,2571.54,Paid,Check
PM0005070,P001420,2025-01-07,331.38,Late,Check
PM0005071,P001420,2025-04-14,331.38,Paid,Card
PM0005072,P001420,2025-06-24,331.38,Paid,Check
PM0005073,P001420,2025-10-08,331.38,Paid,Check
PM0005074,P001421,2024-12-16,309.44,Paid,ACH
PM0005075,P001421,2025-03-03,309.44,Paid,Card
PM0005076,P001422,2024-11-14,1653.79,Paid,Card
PM0005077,P001422,2025-02-09,1653.79,Late,Wire
PM0005078,P001422,2025-05-02,1653.79,Paid,Card
PM0005079,P001423,2023-03-20,298.81,Paid,Wire
PM0005080,P001423,2023-06-18,298.81,Late,Wire
PM0005081,P001423,2023-09-03,298.81,Paid,Card
PM0005082,P001423,2023-11-30,298.81,Paid,Card
PM0005083,P001424,2025-01-11,383.56,Paid,Card
PM0005084,P001424,2025-04-13,383.56,Paid,Check
PM0005085,P001424,2025-07-10,383.56,Paid,Card
PM0005086,P001424,2025-10-04,383.56,Paid,Wire
PM0005087,P001425,2023-03-02,530.6,Paid,ACH
PM0005088,P001425,2023-06-05,530.6,Late,Card
PM0005089,P001425,2023-09-01,530.6,Paid,ACH
PM0005090,P001425,2023-11-19,530.6,Paid,ACH
PM0005091,P001426,2025-05-28,275.54,Paid,Check
PM0005092,P001426,2025-08-21,275.54,Paid,Wire
PM0005093,P001426,2025-11-13,275.54,Paid,Check
PM0005094,P001427,2024-11-20,707.64,Late,Wire
PM0005095,P001427,2025-02-15,707.64,Paid,ACH
PM0005096,P001427,2025-08-02,707.64,Paid,Check
PM0005097,P001428,2025-06-04,1409.79,Paid,ACH
PM0005098,P001428,2025-09-05,1409.79,Paid,Card
PM0005099,P001428,2025-12-10,1409.79,Paid,Card
PM0005100,P001429,2023-06-21,148.47,Paid,Check
PM0005101,P001429,2023-09-21,148.47,Paid,ACH
PM0005102,P001429,2023-12-16,148.47,Paid,Wire
PM0005103,P001429,2024-03-16,148.47,Paid,Card
PM0005104,P001430,2023-10-10,1378.98,Paid,Wire
PM0005105,P001430,2024-01-22,1378.98,Paid,Wire
PM0005106,P001430,2024-04-08,1378.98,Paid,Wire
PM0005107,P001431,2025-02-10,517.03,Paid,Card
PM0005108,P001431,2025-05-11,517.03,Paid,Check
PM0005109,P001431,2025-08-19,517.03,Late,Check
PM0005110,P001431,2025-11-25,517.03,Paid,Check
PM0005111,P001432,2023-09-17,972.08,Paid,Card
PM0005112,P001432,2024-02-27,972.08,Paid,Check
PM0005113,P001432,2024-06-04,972.08,Late,ACH
PM0005114,P001433,2023-03-22,185.72,Paid,ACH
PM0005115,P001433,2023-06-12,185.72,Paid,Wire
PM0005116,P001433,2023-09-13,185.72,Paid,Wire
PM0005117,P001433,2023-12-08,185.72,Paid,ACH
PM0005118,P001434,2024-03-12,1751.21,Paid,Card
PM0005119,P001434,2024-06-17,1751.21,Paid,Wire
PM0005120,P001434,2024-09-24,1751.21,Paid,Wire
PM0005121,P001434,2024-12-11,1751.21,Late,Check
PM0005122,P001435,2024-12-25,1351.7,Paid,Card
PM0005123,P001435,2025-03-11,1351.7,Paid,ACH
PM0005124,P001435,2025-06-12,1351.7,Failed,Check
PM0005125,P001435,2025-09-08,1351.7,Paid,Wire
PM0005126,P001436,2025-04-22,2009.09,Paid,ACH
PM0005127,P001436,2025-07-06,2009.09,Paid,Card
PM0005128,P001436,2025-10-02,2009.09,Paid,Wire
PM0005129,P001437,2024-10-13,201.43,Paid,Wire
PM0005130,P001437,2025-01-28,201.43,Paid,Wire
PM0005131,P001437,2025-04-23,201.43,Paid,Wire
PM0005132,P001437,2025-07-07,201.43,Paid,Wire
PM0005133,P001438,2024-06-06,2274.83,Paid,Check
PM0005134,P001438,2024-09-01,2274.83,Paid,ACH
PM0005135,P001438,2024-12-02,2274.83,Paid,Card
PM0005136,P001438,2025-02-28,2274.83,Paid,Wire
PM0005137,P001439,2024-03-08,379.7,Paid,Wire
PM0005138,P001439,2024-06-25,379.7,Paid,Check
PM0005139,P001439,2024-09-11,379.7,Paid,Check
PM0005140,P001440,2024-07-01,247.3,Paid,Card
PM0005141,P001440,2024-12-22,247.3,Paid,Wire
PM0005142,P001440,2025-03-29,247.3,Paid,Wire
PM0005143,P001441,2024-09-20,190.63,Paid,Check
PM0005144,P001441,2024-12-29,190.63,Paid,Card
PM0005145,P001441,2025-03-16,190.63,Late,ACH
PM0005146,P001441,2025-06-23,190.63,Paid,Wire
PM0005147,P001442,2023-06-24,301.76,Paid,Wire
PM0005148,P001442,2023-09-23,301.76,Paid,Wire
PM0005149,P001442,2023-12-21,301.76,Paid,ACH
PM0005150,P001442,2024-03-19,301.76,Paid,ACH
PM0005151,P001443,2024-09-18,189.5,Paid,ACH
PM0005152,P001443,2024-12-16,189.5,Paid,Wire
PM0005153,P001443,2025-04-05,189.5,Refunded,Card
PM0005154,P001443,2025-06-17,189.5,Paid,Wire
PM0005155,P001444,2025-03-02,728.72,Paid,Card
PM0005156,P001444,2025-06-10,728.72,Paid,ACH
PM0005157,P001444,2025-09-08,728.72,Failed,Wire
PM0005158,P001444,2025-12-05,728.72,Paid,Wire
PM0005159,P001445,2025-03-14,1487.4,Paid,Card
PM0005160,P001445,2025-06-11,1487.4,Paid,Check
PM0005161,P001445,2025-09-09,1487.4,Paid,Wire
PM0005162,P001445,2025-12-20,1487.4,Paid,ACH
PM0005163,P001446,2024-02-26,499.07,Paid,Wire
PM0005164,P001446,2024-05-21,499.07,Paid,ACH
PM0005165,P001446,2024-08-22,499.07,Paid,Check
PM0005166,P001446,2024-11-06,499.07,Paid,Check
PM0005167,P001447,2023-05-07,2211.98,Paid,Card
PM0005168,P001447,2023-08-03,2211.98,Paid,ACH
PM0005169,P001447,2023-10-25,2211.98,Paid,Card
